Name of Institution,Street Address,City,ZIP Code,County,Georeference
"JPMorgan Chase Bank, National Association",163 Main Street,Northport,11768,Suffolk,POINT (-73.348924 40.90059)
"Key Bank, National Association",7647 State Street,Lowville,13367,Lewis,POINT (-75.49327 43.788011)
Island Federal Credit Union,120 Motor Parkway,Hauppauge,11788,Suffolk,POINT (-73.261596 40.806269)
Valley National Bank,107-01 Liberty Avenue,Ozone Park,11417,Queens,POINT (-73.834086 40.683536)
Teachers Federal Credit Union,248 main street,center moriches,11934,Suffolk,POINT (-72.789222 40.800026)
Island Federal Credit Union,4820 Sunrise Highway,Sayville,11782,Suffolk,POINT (-73.105059 40.757854)
"JPMorgan Chase Bank, National Association",695 East Tremont Avenue,Bronx,10457,Bronx,POINT (-73.891339 40.845517)
Five Star Bank,152 Franklin Street,Dansville,14437,Livingston,POINT (-77.71194 42.564766)
Manufacturers and Traders Trust Company,148 Vestal Parkway East,Vestal,13850,Broome,POINT (-76.050974 42.086299)
Citizens Bank,589 Jefferson Road,Rochester,14623,Monroe,POINT (-77.629427 43.087077)
TD Bank N.A.,202 West 23rd Street,New York,10011,New York,POINT (-73.995823 40.744179)
"JPMorgan Chase Bank, National Association",22 West First Street,Mount Vernon,10550,Westchester,POINT (-73.838458 40.911336)
East West Bank,5801 8th Avenue,Brooklyn,11220,Kings,POINT (-74.00846 40.636548)
"JPMorgan Chase Bank, National Association",501 Mamaroneck Avenue,White Plains,10605,Westchester,POINT (-73.758939 41.022381)
"Key Bank, National Association",131 Oriskany Boulevard,Whitesboro,13492,Oneida,POINT (-75.292991 43.118988)
Manufacturers and Traders Trust Company,2080 WESTERN AVENUE,GUILDERLAND,12084,Albany,POINT (-73.89159 42.698502)
UNISTAR Federal Credit Union,2000 Westchester Avenue,White Plains,10627,Westchester,POINT (-73.717195 41.014338)
"Community Bank, N.A.",11 Tuscarora Street,Addison,14801,Steuben,POINT (-77.235335 42.104322)
"Key Bank, National Association",1185 University Avenue,Rochester,14607,Monroe,POINT (-77.571093 43.151715)
"Key Bank, National Association",201 Amherst Drive,Buffalo,14207,Erie,POINT (-78.895631 42.936312)
Carver Federal Savings Bank,115-02 Merrick Boulevard,Jamaica,11434,Queens,POINT (-73.777565 40.689385)
"JPMorgan Chase Bank, National Association",252-34 Northern Boulevard,Queens,11362,Queens,POINT (-73.735615 40.770516)
"JPMorgan Chase Bank, National Association",711 Bedford Road,Bedford Hills,10507,Westchester,POINT (-73.714088 41.224726)
Santander Bank,189 MONTAGUE STREET,BROOKLYN,11201,Kings,POINT (-73.991738 40.694096)
Jovia Financial Credit Union,2005 Merrick Road,Merrick,11566,Nassau,POINT (-73.549594 40.656249)
"JPMorgan Chase Bank, National Association",1180 Second Avenue,New York,10065,New York,POINT (-73.96283 40.762658)
"JPMorgan Chase Bank, National Association",2219 Broadway,New York,10024,New York,POINT (-73.980208 40.783726)
Valley National Bank,111 Fourth Avenue,New York,10003,New York,POINT (-73.990104 40.732406)
Citizens Bank,248 BROADWAY,SCHENECTADY,12305,Schenectady,POINT (-73.94361 42.811625)
Lyons National Bank,9-15 ROUTE 31,LYONS,14489,Wayne,POINT (-76.999983 43.060706)
Citizens Bank,1375 New Scotland Road,Slingerland,12159,Albany,POINT (-73.856241 42.637267)
Bank of America N.A. GA1-006-15-40,30-18 36th Avenue,Long Island City,11106,Queens,POINT (-73.929924 40.75666)
"JPMorgan Chase Bank, National Association",305 Bowery,New York,10003,New York,POINT (-73.992164 40.725052)
"Community Bank, N.A.",100 Church Street,Newark,14513,Wayne,POINT (-77.094613 43.044664)
"First National Bank of Dryden, The",7 West Main Street,Dryden,13053,Tompkins,POINT (-76.298148 42.49055)
New York Community Bank,411 JERICHO TURNPIKE,MINEOLA,11501,Nassau,POINT (-73.651779 40.745546)
"HSBC Bank USA, National Association",260 North Avenue,New Rochelle,10801,Westchester,POINT (-73.782231 40.911443)
TD Bank N.A.,517 Larkfield Road,East Northport,11731,Suffolk,POINT (-73.320534 40.863004)
"JPMorgan Chase Bank, National Association",5136 Kings Plaza,Brooklyn,11234,Kings,POINT (-73.921076 40.610654)
Canandaigua National Corporation,8633 U.S. Route 20A,Honeoye,14471,Ontario,
Citibank N. A.,"La Guardia Airport, American Airlines",Flushing,11371,Queens,
"JPMorgan Chase Bank, National Association",184-01 Hillside Avenue,Queens,11432,Queens,POINT (-73.777655 40.714176)
"Community Bank, N.A.",475 N. Highland  Ave,"Wellsville, NY",14895,Allegany,POINT (-77.96458 42.126695)
"JPMorgan Chase Bank, National Association",417 King Street,Chappaqua,10514,Westchester,POINT (-73.765205 41.15962)
First Republic Bank,10 Columbus Circle,New York,10019,New York,POINT (-73.9827 40.7674)
Nassau Financial Federal Credit Union,865 MERRICK AVENUE,WESTBURY,11590,Nassau,POINT (-73.587047 40.745658)
Trustco Bank N.A. CTF,380 Route 9W,Glenmont,12077,Albany,POINT (-73.790978 42.604701)
TD Bank N.A.,919 Second Avenue,New York,10017,New York,POINT (-73.96911 40.754067)
Abacus Federal Savings Bank,104-116 Nassau Street,New York,10038,New York,POINT (-74.007268 40.710658)
Dime Community Bank,2401 Jericho Turnpike,Garden City,11040,Nassau,POINT (-73.659288 40.742876)
"JPMorgan Chase Bank, National Association",28 Main Street,Brewster,10509,Putnam,POINT (-73.619166 41.394519)
Suffolk Federal Credit Union,1 Independence Hill,Farmingville,11738,Suffolk,POINT (-73.014056 40.843774)
Sterling National Bank of New York,5220 13th Avenue,Brooklyn,11219,Kings,POINT (-73.994288 40.632931)
"Capital One, N.A.",160 Main Street,Sayville,11782,Suffolk,POINT (-73.084843 40.734711)
"JPMorgan Chase Bank, National Association","400 Main Street, Suite 1",Armonk,10504,Westchester,POINT (-73.714039 41.125761)
Citibank N. A.,830 Port Washington Boulevard,Port Washington,11050,Nassau,POINT (-73.683624 40.828353)
Bank of America N.A. GA1-006-15-40,390 Sixth Avenue,New York,10011,New York,POINT (-73.999745 40.733345)
Apple Bank For Savings,6701 18th Avenue,Brooklyn,11204,Kings,POINT (-73.991491 40.617835)
"Flushing Bank, FB",170 Old Country Rd.,Mineola,11501,Nassau,POINT (-73.637416 40.739273)
Trustco Bank N.A. CTF,507 Warren Street,Hudson,12534,Columbia,POINT (-73.786472 42.249494)
Heritage Financial Credit Union,117 Grand St,Goshen,10924,Orange,POINT (-74.327533 41.402697)
Bank On Buffalo,7121 Niagara Falls Blvd,Niagara Falls,14304,Niagara,POINT (-78.982103 43.088188)
"Community Bank, N.A.",7395 Turin Road,Lowville,13367,Lewis,POINT (-75.486418 43.779186)
"Flushing Bank, FB",186 Montague Street,Brooklyn,11201,Queens,POINT (-73.991583 40.694056)
Wells Fargo ATM,866 Third Avenue,New York,10022,New York,POINT (-73.969596 40.757406)
"JPMorgan Chase Bank, National Association",219-01 Jamaica Avenue,Queens,11428,Queens,POINT (-73.735949 40.718301)
Citibank N. A.,79 Fifth Avenue,New York,10003,New York,POINT (-73.992777 40.737133)
Bank of America N.A. GA1-006-15-40,20 South Broadway,Yonkers,10701,Westchester,POINT (-73.898606 40.933202)
Citibank N. A.,3195 Long Beach Road,Oceanside,11572,Nassau,POINT (-73.640603 40.634383)
"Capital One, N.A.",1080 Route 58,Riverhead,11901,Suffolk,POINT (-72.675931 40.932309)
Ridgewood Savings Bank,3824 WHITE PLAINS ROAD,BRONX,10467,Bronx,POINT (-73.862371 40.884424)
Ulster Savings Bank,1208 ROUTE 300,NEWBURGH,12550,Orange,POINT (-74.071079 41.498678)
Bank of America N.A. GA1-006-15-40,157 East 125th Street,New York,10035,New York,POINT (-73.9367 40.804078)
"Berkshire Bank (Pittsfield, MA)",979 Central Avenue,Albany,12205,Albany,POINT (-73.794663 42.684119)
Manufacturers and Traders Trust Company,725 Irving Avenue,Syracuse,13210,Onondaga,POINT (-76.137854 43.04162)
Bank of America N.A. GA1-006-15-40,835 Eighth Avenue,New York,10019,New York,POINT (-73.98595 40.762513)
People's United Bank,955 Little East Neck Road,West Babylon,11704,Suffolk,POINT (-73.356524 40.721079)
Investors Bank,190 East Jericho Turnpike,Mineola,11501,Nassau,POINT (-73.628133 40.753534)
First National Bank of Long Island,147 Main Street,Cold Spring Harbor,11724,Suffolk,POINT (-73.457468 40.871005)
ESL Federal Credit Union,1055 Ridge Road,Webster,14580,Monroe,POINT (-77.452389 43.209817)
Sterling National Bank of New York,162 Hillside Avenue,Williston Park,11596,Nassau,POINT (-73.645302 40.756294)
"Key Bank, National Association",2600 Route 55,Poughquag,12570,Dutchess,POINT (-73.68363 41.622468)
"JPMorgan Chase Bank, National Association",201 Auto Park Place,Newburgh,12550,Orange,POINT (-74.061286 41.502723)
"Community Bank, N.A.",4141 State Highway 28,Boiceville,12412,Ulster,POINT (-74.268053 42.009281)
UFirst Federal Credit Union,"Angell College Center, Plattburgh State University",Plattsburgh,12901,Clinton,
Bank of Richmondville,284  Main Street,Richmondville,12149,Schoharie,POINT (-74.563459 42.63437)
Dannemora Federal Credit Union,344 Tom Miller Road,Plattsburgh,12901,Clinton,POINT (-73.510131 44.705415)
Sterling National Bank of New York,845 Wheeler Road,Hauppague,11788,Suffolk,POINT (-73.206075 40.82386)
Santander Bank,6975 Amboy Road,Staten Island,10307,Richmond,POINT (-74.233123 40.516117)
TD Bank N.A.,2819 Church Ave,Brooklyn,11226,Bronx,POINT (-73.950635 40.650755)
Bank of America N.A. GA1-006-15-40,"2042 Albany Post Road, Suite 8",Croton-on-Hudson,10520,Westchester,POINT (-73.916861 41.235799)
Bethpage Federal Credit Union,1095 Old Country Road,Riverhead,11901,Suffolk,POINT (-72.676029 40.932266)
Walden Savings Bank,95 North Main Street,Florida,10921,Orange,POINT (-74.357645 41.33458)
Wayne Bank,43 Stewart Avenue,Roscoe,12776,Sullivan,POINT (-74.913425 41.93228)
Citibank N. A.,78 Carleton Avenue,Central Islip,11722,Suffolk,POINT (-73.201138 40.78751)
Ballston Spa National Bank,5091 Sacandaga Road,Galway,12074,Saratoga,POINT (-74.030698 43.012781)
Bank of Holland,Route 16,Yorkshire,14173,Cattaraugus,
Sunnyside FS & LA of Irvington,56 Main Street,Irvington,10533,Westchester,POINT (-73.869715 41.039411)
Citizens Bank,3180 Sheridan Drive,Amherst,14226,Erie,POINT (-78.816083 42.980463)
Sea Comm Federal Credit Union,6 Sisson Street,Potsdam,13676,St. Lawrence,POINT (-74.987748 44.681088)
State Employees Federal Credit Union,935 Loudon Road,Latham,12110,Albany,POINT (-73.755326 42.763888)
Champlain National Bank,3900 State Route 22,Willsboro,12996,Essex,POINT (-73.488942 44.633703)
"Capital One, N.A.",35 Merrick Avenue,Merrick,11566,Nassau,POINT (-73.552605 40.664759)
"Key Bank, National Association",555 Patroon Creek Boulevard,Albany,12205,Albany,POINT (-73.807092 42.683783)
School Employees of CNY Federal Credit Union,1600 7th Avenue,Troy,12118,Rensselaer,POINT (-73.686102 42.7291)
Citibank N. A.,734 Third Avenue,New York,10017,New York,POINT (-73.972671 40.753209)
Signature Bank,26 COURT STREET,BROOKLYN,11201,Kings,POINT (-73.990598 40.693302)
"Westchester Bank, The",994 Broadway,Thornwood,10594,Westchester,POINT (-73.780164 41.125864)
Northwest Savings Bank,860 Long Pond Road,Rochester,14612,Monroe,POINT (-77.696629 43.239922)
"NBT Bank, National Association",3121 Vestal Parkway East,Vestal,13850,Broome,POINT (-76.002012 42.095775)
"Community Bank, N.A.",25 Consumer Square,Plattsburgh,12901,Clinton,POINT (-73.486704 44.692804)
Access Federal Credit Union,74-76 Main Street,Camden,13316,Oneida,POINT (-75.748044 43.335045)
Dime Community Bank,281 Broadway,Brooklyn,11211,Kings,POINT (-73.958551 40.708631)
"JPMorgan Chase Bank, National Association",90 East 170th Street,Bronx,10452,Bronx,POINT (-73.915672 40.839462)
Solvay Bank,7895 Brewerton Road,Cicero,13039,Onondaga,POINT (-76.124787 43.151533)
Wells Fargo ATM,5 Baltic Place,Croton-On-Hudson,10520,Westchester,POINT (-73.90918 41.227715)
Citibank N. A.,3149 East Main Street,Mohegan Lake,10547,Westchester,POINT (-73.867891 41.313008)
ESL Federal Credit Union,2059 Fairport,Penfield,14526,Monroe,
Tomkins Mahopac Bank,"1086 North Broadway, Suite 130",Yonkers,10701,Westchester,POINT (-73.883246 40.972448)
Citizens Bank,603 River Road,Chenango Bridge,13745,Broome,
"Key Bank, National Association",1071 Payne Avenue,North Tonawanda,14121,Niagara,POINT (-78.878624 43.052151)
Manufacturers and Traders Trust Company,999 East Ridge Road,Irondequoit,14621,Monroe,POINT (-77.590266 43.197196)
Peoples Alliance Federal Credit Union,125 Wireless Boulevard,Hauppauge,11788,Suffolk,POINT (-73.266627 40.813661)
Core Federal Credit Union,651 Centerville Place,North Syracuse,13212,Onondaga,POINT (-76.12683 43.135905)
TEG Federal Credit Union,1 Commerce Street,Poughkeepsie,12603,Dutchess,POINT (-73.856528 41.681429)
Municipal Credit Union,61-35 Junction Boulevard,Rego Park,11374,Queens,POINT (-73.863727 40.732547)
"Community Bank, N.A.",8013 State Route 31,Bridgeport,13030,Onondaga,POINT (-75.972446 43.154612)
Sterling National Bank of New York,72-35 Broadway,Jackson Heights,11372,Queens,POINT (-73.893085 40.747386)
Santander Bank,23-56 Bell Boulevard,Bayside,11360,Queens,POINT (-73.775741 40.781312)
Lake Shore Savings Bank,280 Central Avenue (Williams Center),Fredonia,14063,Chautauqua,
Bank of America N.A. GA1-006-15-40,31-81 Steinway Avenue,Astoria,11103,Queens,POINT (-73.918698 40.759345)
Bank of America N.A. GA1-006-15-40,205 Montague Street,Brooklyn,11201,Kings,POINT (-73.991031 40.693911)
Advantage Federal C.U.,1625 MOUNT HOPE AVENUE,ROCHESTER,14620,Monroe,POINT (-77.62076 43.118014)
Northwest Savings Bank,4545 Transit Road,Williamsville,14221,Erie,POINT (-78.696781 42.973151)
"Community Bank, N.A.",124 Delaware Street,Walton,13856,Delaware,POINT (-75.129487 42.168033)
Watertown Savings Bank,1816 State Street,Watertown,13601,Jefferson,POINT (-75.877792 43.966338)
"JPMorgan Chase Bank, National Association",6501 Fort Hamilton Parkway,Brooklyn,11219,Kings,POINT (-74.009407 40.630523)
Lake Shore Savings Bank,280 Central Avenue (Gregory Hall),Fredonia,14063,Chautauqua,POINT (-79.334042 42.45377)
"JPMorgan Chase Bank, National Association",8819 Jamaica Avenue,Woodhaven,11421,Queens,POINT (-73.855756 40.692701)
Maple City Savings Bank,145 Main Street,Hornell,14843,Steuben,POINT (-77.659684 42.326907)
Santander Bank,2 Gold Street,New York,10038,New York,POINT (-74.007267 40.707336)
Sunmark Credit Union,722 Hoosick Road,Troy,12180,Rensselaer,POINT (-73.644431 42.744075)
Citibank N. A.,5420 13th Avenue,Brooklyn,11219,Kings,POINT (-73.99549 40.631786)
"JPMorgan Chase Bank, National Association",104-17 Queens Boulevard,Queens,11375,Queens,POINT (-73.84857 40.723753)
"JPMorgan Chase Bank, National Association",2271 Route 112,Medford,11763,Suffolk,POINT (-73.00056 40.814635)
Dime Community Bank,2412 Jerusalem Avenue,Bellmore,11710,Nassau,POINT (-73.543444 40.691124)
State Employees Federal Credit Union,89 Miller Road,Castleton,12033,Rensselaer,POINT (-73.682519 42.579172)
Citibank N. A.,10 Hicksville Road,Massapequa,11758,Nassau,POINT (-73.475534 40.667828)
Bank of America N.A. GA1-006-15-40,386 Knickerbocker Avenue,Brooklyn,11237,Kings,POINT (-73.920656 40.700114)
"JPMorgan Chase Bank, National Association",124 Chatsworth Avenue,Larchmont,10538,Westchester,POINT (-73.75913 40.932992)
Five Star Bank,327 Main Street,Medina,14103,Orleans,
TD Bank N.A.,250 Route 59,Suffern,10901,Rockland,POINT (-74.133166 41.112292)
"Key Bank, National Association",9015 North Seneca Street,Weedsport,13166,Cayuga,POINT (-76.559269 43.053772)
Sterling National Bank of New York,60 Matthews Street,Goshen,10924,Orange,POINT (-74.336038 41.397282)
"Key Bank, National Association",55 Burnett Boulevard,Poughkeepsie,12603,Dutchess,POINT (-73.889017 41.699616)
Manufacturers and Traders Trust Company,425 Niagara Street,Buffalo,14201,Erie,POINT (-78.886936 42.895719)
Jovia Financial Credit Union,5455 Merrick Road,Massapequa,11762,Nassau,POINT (-73.435838 40.668511)
Northwest Savings Bank,1248 Abbott Road,Lackawanna,14218,Erie,POINT (-78.805179 42.830666)
New York Community Bank,80 35 JAMAICA AVENUE,WOODHAVEN,11421,Queens,
New York Community Bank,1280 UNION TURNPIKE,NEW HYDE PARK,11040,Nassau,POINT (-73.698632 40.753386)
Bank of America N.A. GA1-006-15-40,92 Delancey Street,New York,10002,New York,POINT (-73.989188 40.718952)
Manufacturers and Traders Trust Company,Spencerport Village Plaza,Spencerport,14559,Monroe,
TD Bank N.A.,929 Huguenot Avenue,Staten Island,10312,Richmond,POINT (-74.191508 40.531581)
"Key Bank, National Association",200 Washington Street,Watertown,13601,Jefferson,POINT (-75.910985 43.973845)
Apple Bank For Savings,2021 Bartow Avenue,Bronx,10475,Bronx,POINT (-73.830956 40.869085)
TD Bank N.A.,2549 Hempstead Turnpike,East Meadow,11554,Nassau,POINT (-73.541937 40.724448)
"JPMorgan Chase Bank, National Association",56 Lake Road,Congers,10920,Rockland,POINT (-73.939612 41.150082)
"JPMorgan Chase Bank, National Association",46-10 Queens Boulevard,Queens,11104,Queens,POINT (-73.918457 40.742978)
New York Community Bank,2267 BELLMORE AVENUE,BELLMORE,11710,Nassau,POINT (-73.52368 40.668781)
"JPMorgan Chase Bank, National Association",3536 154th Street,Flushing,11354,Queens,POINT (-73.810953 40.76506)
Valley National Bank,1505 Avenue J,Brooklyn,11230,Kings,POINT (-73.961098 40.625216)
Dime Community Bank,59-23 Main Street,Flushing,11355,Queens,POINT (-73.825507 40.743243)
Northwest Savings Bank,1035 Payne Avenue,North Tonawanda,14120,Niagara,POINT (-78.878156 43.051198)
Empower Federal Credit Union,8075 Oswego Road,Liverpool,13090,Onondaga,POINT (-76.233678 43.16228)
Bank of America N.A. GA1-006-15-40,1066 Lexington Avenue,New York,10021,New York,POINT (-73.960675 40.77252)
People's United Bank,135 West Broadway,Port Jefferson,11777,Suffolk,POINT (-73.073155 40.945186)
Signature Bank,97 BROADWAY,BROOKLYN,11211,Kings,POINT (-73.964976 40.710421)
Glens Falls National Bank & Trust Company,343 Broadway,Fort Edward,12828,Washington,POINT (-73.586497 43.282904)
"Key Bank, National Association",25 South Main Street,Homer,13077,Cortland,POINT (-76.178654 42.635852)
Citibank N. A.,640 Fifth Avenue,New York,10019,New York,POINT (-73.976582 40.759364)
"First New York, FCU",1879 Altamont Avenue,Schenectady,12303,Schenectady,POINT (-73.954537 42.780745)
"Capital One, N.A.",185 Broadway,Brooklyn,11211,Kings,POINT (-73.961674 40.7097)
Hudson Valley Credit Union,6 SCHUYLER BLVD.,FISHKILL,12524,Dutchess,POINT (-73.891546 41.527576)
Leatherstocking Region Federal Credit Union,One Atwell Road,Cooperstown,13326,Otsego,
CFCU Community Credit Union,130 Statler Drive,Ithaca,14853,Tompkins,POINT (-76.482049 42.446509)
"JPMorgan Chase Bank, National Association",360 East 149th Street,Bronx,10455,Bronx,POINT (-73.918996 40.816351)
"Key Bank, National Association",3177 Latta Road,Rochester,14612,Monroe,POINT (-77.699643 43.253048)
"JPMorgan Chase Bank, National Association",3794 103rd Street,Corona,11368,Queens,POINT (-73.863173 40.750804)
Citibank N. A.,263 Sea Cliff Avenue,Sea Cliff,11579,Nassau,POINT (-73.646158 40.849213)
GHS Federal Credit Union,105 Court Street,Binghamton,13901,Broome,POINT (-75.909932 42.099076)
Visions Federal Credit Union,223 REYNOLDS ROAD,JOHNSON CITY,13790,Broome,POINT (-75.971868 42.125218)
